[XFC_DATALOGGER_HEADER];;;;;;;;;;
CULTURE;pt-BR;;;;;;;;;
SOFTWARE_VERSION;V2.1.1;;;;;;;;;
DATETIME;2024-12-25T15:12:28;;;;;;;;;
USERNAME;Novaes Engenharia;;;;;;;;;
CG_NUMBER;CG110C1R00;;;;;;;;;
CONVERTER_ELECTRONICS;IFC050;;;;;;;;;
ELECTRONIC_SERIAL_NUMBER;106479269;;;;;;;;;
LOG_START_TIME;2024-02-05T16:20:36;;;;;;;;;
[XFC_DATALOGGER_DATA];;;;;;;;;;
Time;Operating Time;Current Output A;Counter1 Display IO;Counter 2;Flow Speed;Volume Flow;Mass Flow;Coil Temperature;Conductivity;Diagnosis 1
Time;Operating Time;Current Output A;Counter1 Display IO;Counter 2;Flow Speed;Volume Flow;Mass Flow;Coil Temperature;Conductivity;Diagnosis 1
85,326305;;;;;;49,6098362;;;;
85,32991;;10,1425741;122800,925;;0,781423688;;49609,8358;;;
85,377745;;;;;;49,7120216;;;;
85,38135;147408,1;10,1425946;;-3,36264221;0,783641815;;49712,0224;1434,76394;;
85,431345;;;;;;49,8531327;;;;
85,43495;;10,1426132;;;0,787389696;;49853,1315;;202,833954;
85,48446;;;;;;50,0915609;;;;
85,488065;;10,1426225;;;0,789913774;;50091,5623;1434,76394;;
85,52388;;;;;;50,2521381;;;;
85,527485;;10,1426337;122800,928;;0,788001597;;50252,1378;;202,691127;2,29400015
85,593585;;;;;;50,1304898;;;;
85,59719;147408,1;10,1426551;;-3,36264221;0,784865618;;50130,4882;;;
85,63132;;;;;;49,9309871;;;;
85,634925;;10,1426756;;;0,783259392;;49930,9868;1433,95632;;
85,68444;;;;;;49,828805;;;;
85,687805;;10,1426914;;;0,783259392;;49828,8036;;202,80689;
85,723855;;;;;;49,828805;;;;
85,72722;;10,1427194;;;0,783565342;;49828,8036;1435,06667;;
85,781545;;;;;;49,8482678;;;;
85,78491;147408,1;10,1427417;122800,931;-3,36264221;0,781423688;;49848,2666;;202,827323;2,29400015
85,8474;;;;;;49,7120216;;;;
85,851005;;10,1427548;;;0,780582368;;49712,0224;;;
85,884415;;;;;;49,6584982;;;;
85,88802;;10,1427659;;;0,781270742;;49658,4984;1434,76394;;
85,924075;;;;;;49,7022919;;;;
85,92768;;10,1427753;;;0,777063906;;49702,2926;;202,629752;
85,977195;;;;;;49,4346645;;;;
85,98056;;10,1427808;122800,934;;0,772704184;;49434,6657;1434,76382;;
86,030555;;;;;;49,1573106;;;;
86,03416;147408,117;10,1427818;;-3,36264221;0,77660501;;49157,309;;;2,29400015
86,071175;;;;;;49,4054686;;;;
86,07478;;10,1427753;;;0,782723963;;49405,4695;;202,351287;
86,124535;;;;;;49,794741;;;;
86,1279;;10,1427548;;;0,782188594;;49794,7426;1435,77322;;
86,17789;;;;;;49,7606836;;;;
86,181495;;10,142738;;;0,780811787;;49760,685;;202,421211;
86,221875;;;;;;49,6730927;;;;
86,225485;147408,117;10,1427175;122800,937;-3,36264221;0,786624849;;49673,093;;;2,29400015
86,28557;;;;;;50,0429057;;;;
86,289175;;10,1426961;;;0,792667329;;50042,9066;1433,14871;;
86,32499;;;;;;50,4273098;;;;
86,328595;;10,1426803;;;0,788001597;;50427,3113;;202,674624;
86,37835;;;;;;50,1304898;;;;
86,381955;;10,1426626;;;0,778517187;;50130,4882;1434,76394;;
86,436035;;;;;;49,5271169;;;;
86,43964;;;122800,94;;0,776910961;;49527,1156;;;
86,469445;;;;;;49,4249348;;;;
86,47305;147408,117;10,1426467;;-3,36264221;0,779817462;;49424,9359;;202,886965;2,29400015
86,52545;;;;;;49,6098362;;;;
86,529055;;10,1426207;;;0,778364241;;49609,8358;1433,95632;;
86,57881;;;;;;49,5173872;;;;
86,582415;;10,142602;;;0,775304735;;49517,3859;;203,229524;
86,618705;;;;;;49,3227493;;;;
86,62231;;10,1425797;122800,943;;0,777446389;;49322,7493;1435,06667;;
86,686245;;;;;;49,4589955;;;;
86,689855;147408,117;10,1425359;;-3,36264221;0,781500161;;49458,997;;;
86,723745;;;;;;49,7168865;;;;
86,72735;;10,142494;;;0,780199885;;49716,8873;;203,548241;2,29400015
86,779265;;;;;;49,6341672;;;;
86,78287;;10,1424586;;;0,776834488;;49634,1671;1433,95632;;
86,818685;;;;;;49,4200699;;;;
86,82229;;10,1423915;;;0,779511511;;49420,071;;203,486122;
86,87637;;;;;;49,5903734;;;;
86,879975;147408,117;10,1423264;122800,946;-3,36264221;0,787695646;;49590,3728;1435,36953;;
86,940305;;;;;;50,1110271;;;;
86,94391;;10,1422807;;;0,793202698;;50111,0287;;;
86,97732;;;;;;50,4613705;;;;
86,980925;;10,1422388;;;0,789760828;;50461,3689;;203,697179;2,29400015
87,01914;;;;;;50,2424084;;;;
87,022745;;10,1422016;;;0,782112062;;50242,408;1434,76394;;
87,07202;;;;;;49,7558121;;;;
87,075625;;10,1421662;122800,949;;0,779970467;;49755,8132;;203,726608;
87,12562;;;;;;49,6195726;;;;
87,129225;147408,133;10,1421149;;-3,36264221;0,779435039;;49619,5724;;;
87,177055;;;;;;49,5855086;;;;
87,18066;;10,1420693;;;0,77660501;;49585,508;1434,76394;;
87,216475;;;;;;49,4054686;;;;
87,22008;;10,1420097;;;0,778976142;;49405,4695;;202,844366;2,29400015
87,27224;;;;;;49,5563161;;;;
87,276085;;10,1419538;;;0,784253716;;49556,3152;1434,76394;;
87,316225;;;;;;49,8920582;;;;
87,31983;147408,133;10,1418849;122800,953;-3,36264221;0,784100771;;49892,0574;;;
87,377755;;;;;;49,8823285;;;;
87,38136;;10,1418393;;;0,78234154;;49882,3277;;203,200914;
87,417175;;;;;;49,7704133;;;;
87,42078;;10,1417955;;;0,784942091;;49770,4147;1434,76394;;
87,47005;;;;;;49,935852;;;;
87,473655;;10,1417145;;;0,787007272;;49935,8517;;203,571822;2,29400015
87,53014;;;;;;50,0672333;;;;
87,533745;147408,133;10,1416493;122800,956;-3,36264221;0,787389696;;50067,2344;1434,76394;;
87,593835;;;;;;50,0915609;;;;
87,5972;;;;;0,789148927;;50091,5623;;;
87,61691;;;;;;50,2034795;;;;
87,620515;;10,1415711;;;0,787313223;;50203,4786;;203,586929;
87,67003;;;;;;50,0866961;;;;
87,673635;;10,1415366;;;0,784024239;;50086,6974;1434,61245;;
87,72315;;;;;;49,8774603;;;;
87,726755;;10,1414965;122800,958;;0,782953441;;49877,4593;;203,526467;2,29400015
87,77915;;;;;;49,8093389;;;;
87,782995;147408,133;10,1414584;;-3,36264221;0,782265067;;49809,3372;;;
87,81713;;;;;;49,7655485;;;;
87,820735;;10,1414174;;;0,786242366;;49765,5499;1435,06667;;
87,870005;;;;;;50,0185713;;;;
87,87361;;10,141369;;;0,793432176;;50018,5719;;203,750171;
87,923605;;;;;;50,4759684;;;;
87,92721;;10,1413317;;;0,796109259;;50475,967;1434,76394;;
87,96759;;;;;;50,6462753;;;;
87,971195;147408,15;10,1413;122800,962;-3,36264221;0,791061103;;50646,2757;;;2,29400015
88,031285;;;;;;50,3251277;;;;
88,03465;;10,141287;;;0,782647491;;50325,1282;;203,588922;
88,070705;;;;;;49,7898761;;;;
88,07431;;10,1412777;;;0,781576693;;49789,8777;1435,36953;;
88,123585;;;;;;49,7217547;;;;
88,12719;;10,1412684;;;0,78723675;;49721,7556;;203,71452;
88,163;;;;;;50,0818312;;;;
88,166605;;10,1412572;122800,964;;0,787619174;;50081,8325;;;
88,2142;;;;;;50,1061622;;;;
88,217805;147408,15;10,1412442;;-3,36264221;0,786165893;;50106,1638;1432,84597;;2,29400015
88,2702;;;;;;50,0137065;;;;
88,273805;;10,1412348;;;0,78838402;;50013,707;;203,332957;
88,31034;;;;;;50,1548175;;;;
88,313945;;10,1412274;;;0,786624849;;50154,8161;1433,45156;;
88,3637;;;;;;50,0429057;;;;
88,367305;;10,1412255;122800,967;;0,784559667;;50042,9066;;203,14401;
88,43124;;;;;;49,9115244;;;;
88,434845;147408,15;10,1412255;;-3,36264221;0,789072394;;49911,5238;;;
88,468975;;;;;;50,1986112;;;;
88,47234;;10,1412255;;;0,792284906;;50198,6103;1434,76394;;2,29400015
88,51056;;;;;;50,4029822;;;;
88,514165;;10,1412293;;;0,787083745;;50402,9835;;202,894434;
88,563915;;;;;;50,0720982;;;;
88,567525;;10,1412442;;;0,781500161;;50072,0993;1434,76394;;
88,621845;;;;;;49,7168865;;;;
88,62521;147408,15;10,1412591;122800,971;-3,36264221;0,785171568;;49716,8873;;202,407669;
88,68554;;;;;;49,9504499;;;;
88,689145;;;;;0,791749477;;49950,4498;;;
88,708855;;;;;;50,3689181;;;;
88,71222;;10,1412814;;;0,790984571;;50368,919;1435,21804;;2,29400015
88,764855;;;;;;50,3202595;;;;
88,76846;;10,1412917;;;0,786624849;;50320,2599;;202,17089;
88,817735;;;;;;50,0429057;;;;
88,82134;;10,1413149;122800,973;;0,785248041;;50042,9066;1435,06667;;
88,871815;;;;;;49,9553148;;;;
88,87542;147408,15;10,1413382;;-3,36264221;0,782494545;;49955,3146;;;
88,90931;;;;;;49,7801464;;;;
88,912915;;10,1413615;;;0,780964792;;49780,1479;;202,20615;
88,96243;;;;;;49,6828258;;;;
88,966035;;10,1413922;;;0,788613498;;49682,8262;1432,34109;;2,29400015
89,01795;;;;;;50,1694154;;;;
89,021555;;10,1414071;;;0,794273555;;50169,4141;;202,257838;
89,061935;;;;;;50,5294953;;;;
89,065545;147408,167;10,141436;122800,977;-3,36264221;0,789760828;;50529,4945;;;
89,12299;;;;;;50,2424084;;;;
89,126595;;10,1414612;;;0,786548316;;50242,408;1434,76394;;
89,162405;;;;;;50,0380374;;;;
89,16601;;10,1414882;;;0,787925124;;50038,0383;;202,346258;
89,215525;;;;;;50,125625;;;;
89,21913;;10,1415161;;;0,788689971;;50125,6233;1434,76394;;2,29400015
89,25759;;;;;;50,1742836;;;;
89,261195;;10,1415534;122800,98;;0,789378345;;50174,2825;;;
89,309265;;;;;;50,218074;;;;
89,31263;147408,167;10,1415934;;-3,36264221;0,786548316;;50218,0733;;202,213526;
89,362625;;;;;;50,0380374;;;;
89,36623;;10,1416549;;;0,781041265;;50038,0383;1435,36953;;
89,415985;;;;;;49,687694;;;;
89,41959;;10,1416996;;;0,784483194;;49687,6945;;201,957598;
89,455885;;;;;;49,9066595;;;;
89,45949;;10,1417331;122800,982;;0,791061103;;49906,6589;1430,928;;2,29400015
89,525825;;;;;;50,3251277;;;;
89,52919;147408,167;10,1417843;;-3,36264221;0,787083745;;50325,1282;;;
89,563565;;;;;;50,0720982;;;;
89,56717;;10,1418216;;;0,781041265;;50072,0993;;202,095229;
89,61644;;;;;;49,687694;;;;
89,620045;;10,1418588;;;0,779511511;;49687,6945;1433,30007;;
89,65562;;;;;;49,5903734;;;;
89,659225;;10,1419184;;;0,776222587;;49590,3728;;201,957431;
89,713545;;;;;;49,381141;;;;
89,71715;147408,167;10,1419594;122800,986;-3,36264221;0,771786332;;49381,1417;1435,36953;;2,29400015
89,779885;;;;;;49,098919;;;;
89,78325;;;;;0,773010135;;49098,9201;;;
89,80296;;;;;;49,1767734;;;;
89,806325;;10,1419967;;;0,783947766;;49176,7719;;202,220809;
89,85656;;;;;;49,8725954;;;;
89,859925;;10,142005;;;0,797180057;;49872,5945;1433,14871;;
89,909675;;;;;;50,7143967;;;;
89,91328;;10,1420134;122800,989;;0,800392509;;50714,3978;;202,77245;
89,963035;;;;;;50,9187642;;;;
89,96664;147408,183;10,1420367;;-3,36264221;0,795191407;;50918,7641;;;2,29400015
90,003175;;;;;;50,5878869;;;;
90,00678;;10,1420619;;;0,790296197;;50587,8868;1434,91531;;
90,056295;;;;;;50,2764657;;;;
90,0599;;10,1421196;;;0,78807807;;50276,4656;;203,234162;
90,109415;;;;;;50,1353547;;;;
90,11302;;10,142155;;;0,78608942;;50135,3531;1435,06667;;
90,1534;;;;;;50,0088416;;;;
90,157005;147408,183;10,1422109;122800,992;-3,36264221;0,786471844;;50008,8421;;;2,29400015
90,217095;;;;;;50,0331692;;;;
90,2207;;10,1422584;;;0,791749477;;50033,1699;;202,89408;
90,256755;;;;;;50,3689181;;;;
90,26012;;10,1422872;;;0,793661654;;50368,919;1434,25906;;
90,30939;;;;;;50,4905663;;;;
90,312995;;10,1423766;;;0,791367054;;50490,5651;;202,604812;
90,367075;;;;;;50,3445905;;;;
90,37068;;;122800,995;;0,792055428;;50344,5911;;;
90,400005;;;;;;50,3883842;;;;
90,40361;147408,183;10,1424679;;-3,36264221;0,793738127;;50388,3854;1433,30007;;2,29400015
90,45601;;;;;;50,4954312;;;;
90,459615;;10,1425685;;;0,792208374;;50495,43;;202,655997;
90,50961;;;;;;50,398114;;;;
90,513215;;10,1426318;;;0,788460493;;50398,1152;1435,06667;;
90,549265;;;;;;50,1596823;;;;
90,552875;;10,142697;122800,998;;0,786165893;;50159,6809;;202,737823;
90,616085;;;;;;50,0137065;;;;
90,61969;147408,183;10,1427995;;-3,36264221;0,786318898;;50013,707;;;
90,654065;;;;;;50,0234395;;;;
90,65767;;10,1428665;;;0,787007272;;50023,4402;1432,18972;;2,29400015
90,709345;;;;;;50,0672333;;;;
90,71295;;10,1429336;;;0,784712672;;50067,2344;;202,989131;
90,749005;;;;;;49,9212574;;;;
90,75261;;10,1430491;;;0,780658841;;49921,257;1432,84597;;
90,80645;;;;;;49,663363;;;;
90,810055;147408,183;10,1431459;122801,001;-3,36264221;0,779817462;;49663,3633;;203,342624;
90,870385;;;;;;49,6098362;;;;
90,87399;;10,1432065;;;0,779205561;;49609,8358;;;
90,90764;;;;;;49,5709106;;;;
90,911245;;10,1432763;;;0,77805829;;49570,9099;1433,45156;;2,29400015
90,94946;;;;;;49,4979244;;;;
90,953065;;10,1433285;;;0,779740989;;49497,9229;;203,495305;
91,00234;;;;;;49,6049713;;;;
91,005945;;10,143375;122801,004;;0,780429363;;49604,9709;1433,14871;;
91,05594;;;;;;49,6487651;;;;
91,059785;147408,2;10,1434384;;-3,36264221;0,778287709;;49648,7652;;;
91,107375;;;;;;49,5125189;;;;
91,11098;;10,1434756;;;0,776758015;;49512,5175;;203,833114;
91,147035;;;;;;49,415205;;;;
91,15064;;10,1435315;;;0,777828813;;49415,2061;1434,76394;;2,29400015
91,2028;;;;;;49,4833264;;;;
91,206405;;10,1435576;;;0,78004694;;49483,3248;;203,723442;
91,246785;;;;;;49,6244375;;;;
91,25015;147408,2;10,1435892;122801,007;-3,36264221;0,779664516;;49624,4373;;;
91,308315;;;;;;49,6001065;;;;
91,31192;;10,1436097;;;0,777522862;;49600,106;1431,23074;;
91,347975;;;;;;49,4638603;;;;
91,35158;;10,14362;;;0,776758015;;49463,8618;;203,616712;
91,40061;;;;;;49,415205;;;;
91,40422;;10,1436339;;;0,777675807;;49415,2061;1434,76394;;2,29400015
91,4607;;;;;;49,47359;;;;
91,464305;147408,2;10,1436339;122801,01;-3,36264221;0,779664516;;49473,5916;;203,449912;
91,524395;;;;;;49,6001065;;;;
91,52776;;;;;0,782112062;;49600,106;;;
91,54747;;;;;;49,7558121;;;;
91,551075;;10,1436209;;;0,781959116;;49755,8132;1434,76394;;
91,60059;;;;;;49,7460824;;;;
91,604195;;10,1436125;;;0,777140439;;49746,0835;;202,985331;
91,65347;;;;;;49,4395327;;;;
91,657075;;10,1436023;122801,013;;0,775304735;;49439,534;1432,84597;;2,29400015
91,70947;;;;;;49,3227493;;;;
91,713075;147408,2;10,1435799;;-3,36264221;0,778823137;;49322,7493;;;
91,747205;;;;;;49,5465796;;;;
91,750815;;10,1435594;;;0,780658841;;49546,5786;;203,102324;
91,800085;;;;;;49,663363;;;;
91,80369;;10,1435157;;;0,782035589;;49663,3633;1434,41055;;
91,853445;;;;;;49,7509472;;;;
91,85705;;10,1434886;;;0,78379482;;49750,9483;;203,200262;
91,89719;;;;;;49,8628657;;;;
91,901035;147408,2;10,1434458;122801,016;-3,36264221;0,784559667;;49862,8647;;;2,29400015
91,961125;;;;;;49,9115244;;;;
91,96449;;10,1434104;;;0,786624849;;49911,5238;1433,14871;;
92,000305;;;;;;50,0429057;;;;
92,00391;;10,1433825;;;0,785706997;;50042,9066;;203,304645;
92,05342;;;;;;49,984514;;;;
92,05703;;10,1433638;;;0,776834488;;49984,5142;1433,14871;;
92,09284;;;;;;49,4200699;;;;
92,096205;;10,1433322;122801,019;;0,768344402;;49420,071;;;
92,144035;;;;;;48,8799535;;;;
92,14764;147408,217;10,1432884;;-3,36264221;0,770639002;;48879,9522;;203,850381;2,29400015
92,20004;;;;;;49,0259293;;;;
92,203645;;10,1432148;;;0,778670192;;49025,9296;1435,06667;;
92,2534;;;;;;49,5368499;;;;
92,257005;;10,1431645;;;0,782112062;;49536,8488;;204,417836;
92,29282;;;;;;49,7558121;;;;
92,296425;;10,1431105;122801,022;;0,777140439;;49755,8132;1435,06667;;
92,35988;;;;;;49,4395327;;;;
92,363725;147408,217;10,1430276;;-3,36264221;0,772168756;;49439,534;;;
92,397615;;;;;;49,1232466;;;;
92,40122;;10,142969;;;0,777140439;;49123,2479;;204,225481;2,29400015
92,439915;;;;;;49,4395327;;;;
92,44352;;10,1429056;;;0,784789145;;49439,534;1434,10769;;
92,492795;;;;;;49,9261223;;;;
92,4964;;10,1427697;;;0,786701322;;49926,1219;;204,461645;
92,55072;;;;;;50,0477705;;;;
92,554325;147408,217;10,1426868;122801,025;-3,36264221;0,786395371;;50047,7715;1433,14871;;
92,614655;;;;;;50,0283044;;;;
92,61826;;10,1426076;;;0,788154542;;50028,3051;;;2,29400015
92,654315;;;;;;50,1402196;;;;
92,65792;;10,142548;;;0,787313223;;50140,218;;204,684511;
92,693735;;;;;;50,0866961;;;;
92,69734;;10,1424903;;;0,78119427;;50086,6974;1434,25906;;
92,746855;;;;;;49,6974271;;;;
92,75046;;10,1424363;122801,028;;0,778746665;;49697,4277;;204,066858;
92,80045;;;;;;49,5417148;;;;
92,80406;147408,217;10,1423524;;-3,36264221;0,781423688;;49541,7137;;;
92,83843;;;;;;49,7120216;;;;
92,841795;;10,1422807;;;0,777446389;;49712,0224;1434,91531;;2,29400015
92,89371;;;;;;49,4589955;;;;
92,897315;;10,1421904;;;0,768191397;;49458,997;;203,756094;
92,94731;;;;;;48,8702204;;;;
92,950675;;10,1421084;;;0,76597327;;48870,219;1431,53359;;
92,991055;;;;;;48,7291094;;;;
92,99466;147408,233;10,1420134;122801,031;-3,36264221;0,769874156;;48729,11;;;
93,052345;;;;;;48,9772707;;;;
93,05571;;10,1419045;;;0,774233937;;48977,2705;;203,819163;
93,091765;;;;;;49,2546279;;;;
93,09537;;10,1418104;;;0,779052615;;49254,6272;1434,91531;;2,29400015
93,147045;;;;;;49,5611809;;;;
93,150655;;10,1417378;;;0,783641815;;49561,1801;;203,521214;
93,186465;;;;;;49,8531327;;;;
93,19007;;10,141613;122801,034;;0,786930799;;49853,1315;;;
93,238145;;;;;;50,0623684;;;;
93,24151;147408,233;10,1414658;;-3,36264221;0,789454877;;50062,3695;1434,76394;;
93,29174;;;;;;50,2229422;;;;
93,29535;;10,1413019;;;0,787542701;;50222,9416;;203,239657;
93,3451;;;;;;50,1012973;;;;
93,348705;;10,1412144;;;0,778823137;;50101,2989;1435,06667;;2,29400015
93,387165;;;;;;49,5465796;;;;
93,39077;;10,1411287;122801,037;;0,771862805;;49546,5786;;203,238819;
93,454465;;;;;;49,1037838;;;;
93,45807;147408,233;10,1409983;;-3,36264221;0,774692833;;49103,7849;;;
93,4922;;;;;;49,2838237;;;;
93,495805;;10,1408819;;;0,781041265;;49283,8234;1434,91531;;
93,54556;;;;;;49,687694;;;;
93,549405;;10,1408092;;;0,780582368;;49687,6945;;203,687288;
93,58498;;;;;;49,6584982;;;;
93,588585;;10,1406127;;;0,778593659;;49658,4984;1434,76394;;2,29100013
93,644585;;;;;;49,5319817;;;;
93,64819;147408,233;10,1404646;122801,04;-3,36264221;0,782112062;;49531,9805;;204,061121;
93,70828;;;;;;49,7558121;;;;
93,711645;;10,1403631;;;0,782265067;;49755,8132;;;
93,745295;;;;;;49,7655485;;;;
93,7489;;10,1402616;;;0,77805829;;49765,5499;1435,67239;;
93,785195;;;;;;49,4979244;;;;
93,7888;;10,140161;;;0,781653166;;49497,9229;;204,462782;
93,838555;;;;;;49,7266196;;;;
93,84216;;10,1400595;122801,043;;0,789378345;;49726,6205;1434,76394;;2,29375005
93,89456;;;;;;50,218074;;;;
93,898165;147408,233;10,1399077;;-3,36264221;0,787007272;;50218,0733;;;
93,932535;;;;;;50,0672333;;;;
93,93614;;10,1398099;;;0,778287709;;50067,2344;;204,35717;
93,985415;;;;;;49,5125189;;;;
93,98902;;10,1396441;;;0,775687158;;49512,5175;1435,06667;;
94,03853;;;;;;49,3470803;;;;
94,042135;;10,139524;;;0,776452065;;49347,0806;;203,860607;
94,082275;;;;;;49,3957389;;;;
94,08588;147408,25;10,1393983;122801,046;-3,36264221;0,77316308;;49395,7397;;;2,29400015
94,14597;;;;;;49,1865031;;;;
94,149575;;10,1392679;;;0,772474706;;49186,5017;1435,21804;;
94,18539;;;;;;49,1427127;;;;
94,188995;;10,1391599;;;0,779358566;;49142,7143;;203,137882;
94,23851;;;;;;49,5806437;;;;
94,242115;;10,1389606;;;0,784406722;;49580,6431;1434,76394;;
94,296195;;;;;;49,9017946;;;;
94,29956;147408,25;10,1387901;122801,049;-3,36264221;0,782418013;;49901,7941;;203,123949;2,29400015
94,362055;;;;;;49,7752782;;;;
94,36566;;;;;0,77889961;;49775,2796;;;
94,385125;;;;;;49,5514479;;;;
94,38873;;10,1385657;;;0,779129088;;49551,4469;1433,95632;;
94,438725;;;;;;49,5660458;;;;
94,44233;;10,138453;;;0,779358566;;49566,045;;202,948581;
94,491845;;;;;;49,5806437;;;;
94,49545;;10,1383394;122801,052;;0,77805829;;49580,6431;1434,76394;;
94,545205;;;;;;49,4979244;;;;
94,54905;147408,25;10,1381671;;-3,36264221;0,778593659;;49497,9229;;;
94,58318;;;;;;49,5319817;;;;
94,586545;;10,1380227;;;0,774539828;;49531,9805;;202,306136;2,29400015
94,638465;;;;;;49,2740873;;;;
94,64207;;10,1378448;;;0,767885447;;49274,0868;1434,25906;;
94,691825;;;;;;48,8507543;;;;
94,69543;;10,1376902;;;0,768803298;;48850,7526;;202,103145;
94,73605;;;;;;48,909146;;;;
94,739655;147408,25;10,1375263;122801,055;-3,36264221;0,774845779;;48909,145;;;
94,79734;;;;;;49,2935535;;;;
94,800945;;10,1373512;;;0,779893935;;49293,5532;1434,41055;;
94,83676;;;;;;49,614701;;;;
94,840365;;10,1372097;;;0,78035289;;49614,7007;;201,83038;2,29400015
94,87858;;;;;;49,6439002;;;;
94,882185;;10,1370662;;;0,781041265;;49643,9003;1431,23074;;
94,93146;;;;;;49,687694;;;;
94,935065;;10,1369247;122801,058;;0,786242366;;49687,6945;;201,574285;
94,98506;;;;;;50,0185713;;;;
94,988665;147408,267;10,1367123;;-3,36264221;0,786165893;;50018,5719;;;
95,036495;;;;;;50,0137065;;;;
95,0401;;10,1364423;;;0,77889961;;50013,707;1432,18972;201,372001;2,29400015
95,09442;;;;;;49,5514479;;;;
95,098025;;10,1363435;;;0,774769306;;49551,4469;;;
95,131675;;;;;;49,2886886;;;;
95,13528;;10,1362113;122801,061;;0,779587984;;49288,6883;1434,76394;201,090444;
95,20138;;;;;;49,5952383;;;;
95,204985;147408,267;10,1360083;;-3,36264221;0,788766444;;49595,2377;;;
95,239115;;;;;;50,1791485;;;;
95,24272;;10,1358378;;;0,790372729;;50179,1473;;;
95,27613;;;;;;50,2813339;;;;
95,279735;;10,1357065;;;0,785859942;;50281,3339;1433,30007;201,045834;
95,331175;;;;;;49,9942437;;;;
95,33478;;10,1354904;;;0,783947766;;49994,244;;;2,29400015
95,38886;;;;;;49,8725954;;;;
95,392465;147408,267;10,1353126;122801,064;-3,36264221;0,781882644;;49872,5945;1435,06667;201,728549;
95,454715;;;;;;49,7412175;;;;
95,45832;;;;;0,780658841;;49741,2186;;;
95,47779;;;;;;49,663363;;;;
95,481395;;10,1350825;;;0,782876968;;49663,3633;;;
95,528505;;;;;;49,804474;;;;
95,53187;;10,134967;;;0,783335865;;49804,4724;1432,34109;201,663058;
95,58427;;;;;;49,8336699;;;;
95,587875;;10,1348544;122801,067;;0,784865618;;49833,6685;;;2,29400015
95,63787;;;;;;49,9309871;;;;
95,641475;147408,267;10,1346876;;-3,36264221;0,789684296;;49930,9868;;;
95,676085;;;;;;50,2375368;;;;
95,67969;;10,1345535;;;0,790525675;;50237,5362;1433,14871;201,402064;
95,73161;;;;;;50,2910636;;;;
95,735215;;10,1344045;;;0,789072394;;50291,0637;;;
95,782565;;;;;;50,1986112;;;;
95,78617;;10,1342909;;;0,790525675;;50198,6103;1435,06667;201,581474;
95,82895;;;;;;50,2910636;;;;
95,83256;147408,267;10,1341633;122801,07;-3,36264221;0,790066779;;50291,0637;;;2,29400015
95,892645;;;;;;50,2618711;;;;
95,89625;;10,1340842;;;0,780505836;;50261,871;;;
95,92966;;;;;;49,65363;;;;
95,933265;;10,1340096;;;0,770792007;;49653,6301;1435,21804;201,959871;
95,985185;;;;;;49,0356624;;;;
95,98879;;10,1339351;;;0,772780657;;49035,6628;;;
96,02244;;;;;;49,1621755;;;;
96,025805;;10,133856;122801,073;;0,777063906;;49162,1738;;;
96,073875;;;;;;49,4346645;;;;
96,07748;147408,283;10,1337275;;-3,36264221;0,77515173;;49434,6657;1431,53359;202,181451;2,29400015
96,132285;;;;;;49,3130162;;;;
96,13589;;10,133571;;;0,773545504;;49313,0161;;;
96,183;;;;;;49,2108341;;;;
96,186605;;10,1334769;;;0,777599335;;49210,833;1435,06667;202,293247;
96,22482;;;;;;49,4687252;;;;
96,228185;;10,133354;122801,076;;0,782112062;;49468,7267;;;
96,289715;;;;;;49,7558121;;;;
96,29332;147408,283;10,1332301;;-3,36264221;0,781653166;;49755,8132;;;
96,327455;;;;;;49,7266196;;;;
96,33106;;10,1331063;;;0,779817462;;49726,6205;1435,21804;202,481244;2,29400015
96,37168;;;;;;49,6098362;;;;
96,375045;;10,1330075;;;0,78119427;;49609,8358;;;
96,422395;;;;;;49,6974271;;;;
96,426;;10,1328343;;;0,784559667;;49697,4277;1435,06667;202,618223;
96,482725;;;;;;49,9115244;;;;
96,48633;147408,283;10,132689;122801,079;-3,36264221;0,783259392;;49911,5238;;;
96,544015;;;;;;49,828805;;;;
96,54762;;10,132594;;;0,779129088;;49828,8036;;;2,29400015
96,583435;;;;;;49,5660458;;;;
96,58704;;10,1325009;;;0,78234154;;49566,045;1435,06667;202,752706;
96,625015;;;;;;49,7704133;;;;
96,62862;;10,1324068;;;0,788689971;;49770,4147;;;
96,67573;;;;;;50,1742836;;;;
96,679335;;10,1323146;122801,082;;0,789072394;;50174,2825;1435,06667;202,814657;
96,731975;;;;;;50,1986112;;;;
96,73558;147408,283;10,1321843;;-3,36264221;0,787848651;;50198,6103;;;
96,77043;;;;;;50,1207601;;;;
96,774035;;10,1320837;;;0,789837301;;50120,7584;;;2,29400015
96,82355;;;;;;50,2472732;;;;
96,826915;;10,1319524;;;0,78723675;;50247,2729;1433,14871;202,499274;
96,87883;;;;;;50,0818312;;;;
96,88244;;10,1318853;;;0,779358566;;50081,8325;;;
96,920415;;;;;;49,5806437;;;;
96,92402;147408,283;10,1318043;122801,085;-3,36264221;0,783641815;;49580,6431;;;
96,981465;;;;;;49,8531327;;;;
96,98507;;10,1317223;;;0,794350028;;49853,1315;1433,95632;202,505402;
97,023285;;;;;;50,5343601;;;;
97,02689;;10,1316581;;;0,790449202;;50534,3594;;;2,29400015
97,076165;;;;;;50,2861988;;;;
97,07977;;10,1316012;;;0,779970467;;50286,1988;1435,26846;202,330425;
97,117745;;;;;;49,6195726;;;;
